country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-19,-18,3,46,2,1,-12
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-20,-4,8,71,0,-29,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-21,-4,6,58,-2,-30,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-22,-6,6,52,-4,-30,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-23,-3,7,67,-1,-31,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-24,-9,3,46,-4,-30,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-25,-15,-3,50,-1,-19,-8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-26,-18,0,52,3,-1,-13
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-27,-5,4,74,0,-31,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-28,-5,5,60,-2,-31,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-29,-9,5,64,-4,-31,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-30,-5,6,53,-2,-31,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-07-31,-10,3,38,-2,-31,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-01,-15,-3,30,-2,-21,-6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-02,-16,2,30,2,-5,-10
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-03,-4,6,67,1,-31,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-04,-4,5,65,1,-31,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-05,-7,7,68,-1,-31,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-06,-5,6,73,-1,-32,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-07,-11,2,56,-1,-32,-3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-08,-19,-6,51,0,-22,-8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-09,-19,0,48,3,-3,-13
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-10,-5,6,69,2,-32,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-11,-5,5,63,2,-32,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-12,-7,6,50,0,-32,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-13,-4,6,52,-1,-32,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-14,-8,4,33,0,-32,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-15,-11,2,38,8,-22,-6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-16,-12,6,38,11,-4,-10
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-17,-4,5,71,5,-31,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-18,-5,4,64,4,-30,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-19,-7,6,57,2,-31,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-20,-5,3,61,2,-31,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-21,-8,1,48,2,-32,-2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-22,-15,-5,46,3,-22,-8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-23,-15,1,47,7,-6,-12
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-24,-6,2,67,4,-31,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-25,-5,3,61,5,-30,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-26,-7,4,58,2,-30,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-27,-4,5,68,5,-31,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-28,-6,3,48,5,-31,-2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-29,-11,0,50,7,-22,-8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-30,-8,8,55,15,-5,-12
RU,Russia,,,Voronezh Metropolitan Area,,,2020-08-31,5,13,82,16,-31,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-01,7,11,101,16,-32,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-02,-9,4,56,7,-30,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-03,-7,3,69,7,-31,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-04,-9,1,50,7,-30,-3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-05,-12,-1,48,8,-24,-6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-06,-12,3,49,7,-10,-9
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-07,-8,1,67,8,-32,-2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-08,-14,-5,25,1,-30,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-09,-12,-1,29,2,-29,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-10,-6,4,63,7,-30,-2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-11,-8,0,47,3,-33,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-12,-12,-1,46,6,-24,-6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-13,-12,2,46,5,-10,-10
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-14,-7,-1,63,6,-29,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-15,-7,1,41,6,-23,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-16,-9,2,46,6,-24,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-17,-7,0,58,6,-25,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-18,-12,-3,21,5,-25,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-19,-7,3,54,9,-19,-4
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-20,-11,2,26,5,-13,-5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-21,-10,-2,41,6,-25,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-22,-11,-3,36,8,-22,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-23,-15,-3,34,7,-21,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-24,-13,-3,42,9,-22,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-25,-13,-3,32,9,-22,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-26,-16,-4,28,8,-15,-5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-27,-18,-4,16,4,-11,-6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-28,-18,-9,17,5,-22,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-29,-16,-6,13,5,-19,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-09-30,-17,-2,16,7,-21,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-01,-15,-2,22,6,-20,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-02,-16,-3,26,10,-20,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-03,-17,-2,20,9,-17,-2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-04,-16,0,29,12,-14,-5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-05,-16,-5,38,10,-22,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-06,-16,-4,30,9,-21,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-07,-19,-5,23,7,-21,3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-08,-19,-5,26,6,-22,3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-09,-18,-2,20,8,-21,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-10,-20,-3,15,6,-17,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-11,-25,-4,-1,0,-14,-2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-12,-21,-7,17,5,-23,4
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-13,-17,-3,26,6,-21,4
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-14,-18,0,26,6,-22,4
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-15,-17,0,25,5,-23,4
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-16,-22,-4,-1,1,-23,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-17,-21,-1,-9,0,-17,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-18,-23,-2,-4,-2,-16,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-19,-23,-7,4,-2,-24,6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-20,-21,-5,-3,-4,-23,6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-21,-23,-4,-5,-3,-23,7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-22,-20,-3,8,0,-23,6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-23,-20,-2,18,0,-24,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-24,-19,0,18,5,-18,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-25,-25,-2,-5,-3,-16,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-26,-23,-8,15,-4,-33,7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-27,-22,-7,5,-6,-32,7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-28,-23,-5,3,-6,-33,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-29,-22,-6,9,-7,-32,7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-30,-27,-11,-14,-9,-32,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-10-31,-25,-6,-17,-7,-24,3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-01,-29,-7,-12,-9,-16,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-02,-28,-16,-11,-13,-34,9
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-03,-19,-3,10,-6,-32,7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-04,-19,-4,10,-17,-67,17
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-05,-24,-9,5,-10,-32,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-06,-26,-11,-10,-13,-32,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-07,-27,-10,-13,-10,-23,3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-08,-30,-10,-15,-9,-14,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-09,-26,-14,7,-10,-30,7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-10,-22,-9,-8,-10,-28,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-11,-23,-7,-13,-10,-28,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-12,-20,-7,-2,-9,-28,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-13,-20,-5,-8,-7,-28,7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-14,-20,-3,-11,-4,-21,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-15,-24,-3,-20,-6,-11,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-16,-24,-11,-6,-5,-29,7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-17,-22,-8,-12,-9,-26,7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-18,-23,-7,-15,-9,-27,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-19,-23,-7,-12,-11,-27,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-20,-22,-8,-11,-8,-26,7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-21,-21,-4,-15,-6,-21,3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-22,-25,-5,-21,-10,-11,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-23,-25,-12,-2,-10,-27,7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-24,-24,-12,-13,-10,-26,8
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-25,-24,-7,-8,-9,-25,7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-26,-21,-7,-1,-6,-25,7
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-27,-20,-6,-9,-8,-25,6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-28,-19,-3,-13,-5,-19,3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-29,-24,-4,-19,-6,-9,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-11-30,-25,-13,-9,-9,-20,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-01,-22,-10,-10,-10,-17,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-02,-25,-9,-14,-12,-18,6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-03,-25,-10,-14,-15,-19,6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-04,-24,-9,-16,-12,-18,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-05,-21,-5,-20,-10,-12,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-06,-27,-8,-29,-15,-11,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-07,-27,-15,-13,-14,-20,6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-08,-23,-10,-14,-13,-17,6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-09,-26,-11,-11,-12,-19,6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-10,-23,-8,-4,-8,-19,6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-11,-22,-7,-11,-6,-19,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-12,-21,-4,-14,-8,-12,3
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-13,-24,-4,-15,-9,-12,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-14,-25,-13,-4,-9,-20,6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-15,-21,-8,11,4,-18,4
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-16,-22,-6,2,-2,-18,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-17,-21,-6,5,-3,-19,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-18,-20,-6,1,-2,-18,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-19,-16,1,1,0,-9,2
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-20,-21,-1,-10,-6,-10,1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-21,-21,-9,1,-6,-20,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-22,-19,-7,-4,-8,-18,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-23,-20,-6,-7,-6,-18,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-24,-16,-3,2,-3,-18,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-25,-19,-8,-6,-3,-18,5
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-26,-12,4,13,9,24,-1
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-27,-11,9,9,5,-4,0
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-28,-7,5,23,3,-26,4
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-29,-1,13,13,5,-26,4
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-30,3,31,16,14,-32,6
RU,Russia,,,Voronezh Metropolitan Area,,,2020-12-31,-20,8,16,-18,-71,18
RU,Russia,,,Voronezh Metropolitan Area,,,2021-01-01,-64,-62,12,-56,-87,23
RU,Russia,,,Voronezh Metropolitan Area,,,2021-01-02,-42,-34,-7,-33,-56,7
RU,Russia,,,Voronezh Metropolitan Area,,,2021-01-03,-29,-19,9,-16,-20,1
RU,Russia,,,Voronezh Metropolitan Area,,,2021-01-04,-20,-17,29,-25,-68,15
RU,Russia,,,Voronezh Metropolitan Area,,,2021-01-05,-19,-15,18,-25,-67,15
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-02-15,10,8,-10,9,4,-1
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-02-16,11,9,-10,8,1,0
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-02-17,7,6,2,4,3,0
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-02-18,6,4,-3,4,3,0
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-02-19,8,6,0,4,3,0
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-02-20,11,9,7,9,1,0
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-02-21,8,7,1,10,3,-1
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-02-22,13,10,-5,13,0,-2
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-02-23,13,7,-2,7,-1,-3
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-02-24,3,0,-11,-23,-69,16
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-02-25,3,4,-2,6,4,-1
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-02-26,3,2,0,6,4,-1
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-02-27,5,6,9,9,4,-1
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-02-28,4,3,-1,7,4,0
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-02-29,11,8,-5,12,8,0
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-01,10,7,58,11,5,0
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-02,8,6,11,9,4,0
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-03,8,6,0,6,5,-1
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-04,10,9,3,7,5,-1
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-05,17,16,9,11,6,-2
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-06,12,10,10,13,5,-2
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-07,15,15,-12,13,-4,-2
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-08,16,12,-16,8,-4,-3
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-09,6,1,4,-18,-70,15
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-10,3,3,-1,7,4,-1
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-11,8,6,11,9,4,-1
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-12,12,9,33,15,4,-2
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-13,10,9,9,10,1,0
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-14,14,12,-13,14,8,-1
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-15,7,10,-25,7,2,1
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-16,7,13,7,9,2,0
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-17,3,13,-5,5,-5,2
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-18,2,13,-2,0,-6,2
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-19,-3,5,0,-2,-9,3
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-20,-7,2,-7,-5,-11,4
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-21,-11,-2,-19,-6,-15,3
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-22,-16,-6,-32,-12,-1,2
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-23,-6,1,11,-9,-16,5
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-24,-7,-1,2,-11,-17,5
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-25,-5,3,8,-11,-17,4
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-26,-10,3,-9,-13,-18,5
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-27,-9,6,-3,-12,-20,5
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-28,-48,-12,-31,-28,-33,7
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-29,-53,-19,-29,-32,-23,5
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-30,-49,-17,-14,-40,-53,18
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-03-31,-55,-23,-34,-47,-59,21
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-01,-59,-27,-42,-54,-62,23
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-02,-61,-31,-54,-58,-64,25
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-03,-60,-28,-47,-56,-62,26
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-04,-66,-35,-61,-56,-50,15
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-05,-60,-27,-43,-46,-34,8
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-06,-52,-25,-40,-50,-51,20
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-07,-52,-23,-44,-50,-51,20
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-08,-51,-22,-45,-50,-50,19
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-09,-51,-22,-35,-47,-50,19
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-10,-47,-15,-26,-42,-48,18
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-11,-56,-24,-45,-45,-43,9
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-12,-57,-24,-51,-46,-28,6
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-13,-48,-20,-36,-46,-46,18
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-14,-48,-20,-44,-47,-47,18
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-15,-44,-13,-29,-42,-46,17
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-16,-45,-16,-34,-43,-46,17
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-17,-46,-15,-39,-44,-46,18
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-18,-52,-16,-51,-44,-38,9
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-19,-55,-26,-46,-42,-24,4
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-20,-46,-21,-32,-43,-43,16
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-21,-43,-16,-25,-40,-44,15
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-22,-46,-20,-39,-45,-44,17
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-23,-46,-19,-42,-45,-44,17
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-24,-46,-17,-41,-45,-43,18
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-25,-52,-22,-52,-44,-37,9
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-26,-48,-18,-33,-36,-20,3
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-27,-39,-13,-6,-37,-41,14
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-28,-38,-11,-9,-35,-41,14
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-29,-38,-11,-30,-38,-41,14
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-04-30,-33,-3,-22,-31,-40,11
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-01,-53,-23,-37,-53,-75,22
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-02,-60,-34,-57,-51,-44,9
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-03,-53,-25,-46,-43,-17,3
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-04,-44,-17,3,-46,-70,16
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-05,-42,-13,15,-42,-69,13
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-06,-37,-7,8,-33,-43,10
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-07,-36,-6,13,-31,-44,10
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-08,-37,-5,2,-32,-44,10
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-09,-51,-19,0,-34,-43,0
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-10,-49,-21,-18,-32,-15,-4
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-11,-41,-13,10,-43,-71,12
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-12,-34,-5,10,-28,-37,10
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-13,-32,-4,12,-27,-36,9
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-14,-32,-5,14,-27,-36,10
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-15,-34,-5,7,-27,-36,9
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-16,-43,-14,-19,-29,-30,2
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-17,-43,-13,-21,-29,-12,-3
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-18,-31,-5,20,-26,-33,9
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-19,-34,-9,-9,-30,-34,10
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-20,-33,-5,16,-28,-34,10
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-21,-34,-8,-1,-29,-34,10
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-22,-35,-5,11,-26,-33,9
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-23,-41,-10,22,-22,-27,0
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-24,-40,-9,21,-19,-11,-5
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-25,-33,-6,10,-26,-33,8
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-26,-26,2,55,-20,-32,7
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-27,-28,-1,42,-23,-32,7
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-28,-26,2,57,-19,-32,6
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-29,-30,1,45,-18,-32,6
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-30,-38,-9,43,-17,-24,-4
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-05-31,-41,-12,-18,-26,-7,-5
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-06-01,-28,-1,5,-24,-31,9
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-06-02,-28,-2,18,-22,-32,8
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-06-03,-26,0,42,-20,-31,7
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-06-04,-25,2,57,-16,-31,6
RU,Russia,,,Yekaterinburg Metropolitan Area,,,2020-06-05,-27,0,54,-18,-31,5
